date,estimated-transaction-volume-usd
2010-08-28,861.929599853
2010-09-01,1010.300400006
2010-09-05,1828.3764
2010-09-09,1023.925200006
2010-09-13,1688.811
2010-09-17,4175.8764
2010-09-21,989.0634
2010-09-25,1421.9406
2010-09-29,1472.1138
2010-10-03,2186.6442
2010-10-07,5650.5246
2010-10-11,2945.2368
2010-10-15,4345.6589
2010-10-19,3621.433
2010-10-23,2386.8284
2010-10-27,16422.7108
2010-10-31,8933.9349
2010-11-04,33948.6606
2010-11-08,195629.0635
2010-11-12,3352.9536
2010-11-16,8488.5948
2010-11-20,12329.6376
2010-11-24,7007.7021
2010-11-28,3426.962
2010-12-02,8956.0068
2010-12-06,15232.9082756668
2010-12-10,2885.0878
2010-12-14,3396.48566366581
2010-12-18,6476.2425
2010-12-22,6122.8469817396
2010-12-26,2132.7725
2010-12-30,7736.61
2011-01-03,7795.668
2011-01-07,6019.13819997
2011-01-11,20325.5501291403
2011-01-15,6301.2446137344
2011-01-19,13865.6361089902
2011-01-23,21588.5585
2011-01-27,307395.0474
2011-01-31,21670.848
2011-02-04,23196.5994
2011-02-08,18527.715
2011-02-12,24978.4888
2011-02-16,20771.3808
2011-02-20,44346.16951424
2011-02-24,34667.770038528
2011-02-28,43059.0725280768
2011-03-04,41221.1453553542
2011-03-08,54794.4247013618
2011-03-12,67375.3193125335
2011-03-16,65572.091980992
2011-03-20,40848.7307101824
2011-03-24,75721.6674177536
2011-03-28,57720.2313250089
2011-04-01,40891.555531016
2011-04-05,44486.5554210077
2011-04-09,47869.133679
2011-04-13,65569.8699556128
2011-04-17,755347.565075
2011-04-21,108090.690092508
2011-04-25,88128.1714538231
2011-04-29,559191.015360202
2011-05-03,374971.175413762
2011-05-07,343592.061632376
2011-05-11,576071.732143705
2011-05-15,1875060.75015349
2011-05-19,443972.4565012
2011-05-23,619627.048335705
2011-05-27,3150703.9478684
2011-05-31,664318.815737923
2011-06-04,1294393.03564407
2011-06-08,4425441.50301674
2011-06-12,18153841.748203
2011-06-16,3409788.05959035
2011-06-20,1618541.93204128
2011-06-24,1477353.33749956
2011-06-28,1976506.9173533
2011-07-02,1494932.73511047
2011-07-06,1160180.08797143
2011-07-10,932825.84226697
2011-07-14,747156.017040433
2011-07-18,2794117.77402732
2011-07-22,917648.66373393
2011-07-26,940064.977532378
2011-07-30,673707.231122994
2011-08-03,1257398.02275948
2011-08-07,1082531.72748791
2011-08-11,643738.345246823
2011-08-29,460437.666427141
2011-09-02,470740.501938584
2011-09-06,672957.432444304
2011-09-10,413447.325286955
2011-09-14,461287.989829988
2011-09-18,293308.951666173
2011-09-22,460343.188085137
2011-09-26,338462.891663134
2011-09-30,302636.757167051
2011-10-04,396881.127812391
2011-10-08,323812.405924202
2011-10-12,289729.916742614
2011-10-16,262120.015882619
2011-10-20,252299.326538468
2011-10-24,408246.365240596
2011-10-28,409362.198198977
2011-11-01,364502.895724076
2011-11-05,314611.380298243
2011-11-09,906998.193823093
2011-11-13,212630.261097518
2011-11-17,8011693.71772681
2011-11-21,11550958.9906883
2011-11-25,469794.929392377
2011-11-29,7939371.76108426
2011-12-03,11571331.9549878
2011-12-07,17625150.6143183
2011-12-11,943117.497473611
2011-12-15,494798.540293355
2011-12-19,582248.419855939
2011-12-23,448283.796461561
2011-12-27,403104.173694993
2011-12-31,384181.599691138
2012-01-04,749546.240210008
2012-01-08,793834.343762752
2012-01-12,930071.668495901
2012-01-16,1155826.01149403
2012-01-20,815380.861875807
2012-01-24,1083628.089298
2012-01-28,638920.961055081
2012-02-01,937948.18716031
2012-02-05,712632.793326838
2012-02-09,525363.000730939
2012-02-13,1249668.8685039
2012-02-17,892942.321258268
2012-02-21,584084.917376865
2012-02-25,871111.254412448
2012-02-29,595104.641079619
2012-03-04,446400.491682323
2012-03-08,632341.440017053
2012-03-12,609927.412286286
2012-03-16,814140.252390682
2012-03-20,873378.858160288
2012-03-24,524181.999744316
2012-03-28,714431.027174953
2012-04-01,482191.024836737
2012-04-05,669644.455746416
2012-04-09,1740391.61965584
2012-04-13,1040506.04099636
2012-04-17,890218.107085534
2012-04-21,1064328.23087649
2012-04-25,1057405.46403475
2012-04-29,856573.685652331
2012-05-03,858768.393890214
2012-05-07,1159371.66537322
2012-05-11,1386243.60470554
2012-05-15,1296107.01251562
2012-05-19,1012393.1227444
2012-05-23,1245349.21130298
2012-05-27,1113589.66758529
2012-05-31,2723269.22981963
2012-06-04,1818155.42660163
2012-06-08,1442372.15249667
2012-06-12,1550226.85745057
2012-06-16,1711206.54740467
2012-06-20,2099456.75684594
2012-06-24,1897711.77738052
2012-06-28,1541720.63224732
2012-07-02,1818012.11238643
2012-07-06,1415221.70651341
2012-07-10,2096129.59770286
2012-07-14,2195416.32252747
2012-07-18,3000925.43114379
2012-07-22,1929971.61790449
2012-07-26,2482655.25196392
2012-07-30,2586588.19812753
2012-08-03,3106550.06685142
2012-08-07,2744918.61819045
2012-08-11,2055264.37329574
2012-08-15,3166957.58207304
2012-08-19,13229698.7764277
2012-08-23,3824176.38409345
2012-08-27,4337930.33987476
2012-08-31,5311728.57556571
2012-09-04,3463332.64603999
2012-09-08,2932258.38572519
2012-09-12,3763888.14575047
2012-09-16,4062643.1225367
2012-09-20,4754769.34029782
2012-09-24,4533834.31562086
2012-09-28,4385603.57109052
2012-10-02,4956439.90753772
2012-10-06,2317835.17448837
2012-10-10,2946162.48675345
2012-10-14,2203226.87961337
2012-10-18,3388915.94272883
2012-10-22,3378166.81566594
2012-10-26,6249068.6365548
2012-10-30,5497632.31480953
2012-11-03,2316678.40036497
2012-11-07,3607722.83404031
2012-11-11,1734088.43699466
2012-11-15,3201556.9344267
2012-11-19,3826454.62563642
2012-11-23,2455812.90745843
2012-11-27,3986116.6812719
2012-12-01,3563583.26655276
2012-12-05,4461527.1576959
2012-12-09,3160161.49169942
2012-12-13,6002929.23284197
2012-12-17,3403130.02279033
2012-12-21,3508457.11540664
2012-12-25,2173569.31511714
2012-12-29,2905456.82478324
2013-01-02,4504120.84490845
2013-01-06,2315982.53868078
2013-01-10,4005278.27131982
2013-01-14,3163708.91280737
2013-01-18,4660661.61950887
2013-01-22,6762169.56529049
2013-01-26,5414990.70137974
2013-01-30,9874531.07071414
2013-02-03,5793496.25807252
2013-02-07,7071220.35573576
2013-02-11,5943730.66520427
2013-02-15,8592939.38002208
2013-02-19,8199600.19621238
2013-02-23,9807361.09083474
2013-02-27,8976214.84832343
2013-03-03,5271173.97663914
2013-03-07,16399668.3375806
2013-03-11,10672432.3266598
2013-03-15,12840375.2898832
2013-03-19,18743437.9065889
2013-03-23,17212923.9047035
2013-03-27,22437948.4228465
2013-03-31,14592672.3451428
2013-04-04,39009663.9036864
2013-04-08,59180982.5247459
2013-04-12,57698469.5685943
2013-04-16,36897674.7879628
2013-04-20,21863000.5883844
2013-04-24,40114557.7673234
2013-04-28,17955087.5594446
2013-05-02,38699867.3124948
2013-05-06,36472732.2521527
2013-05-10,25122024.5341666
2013-05-14,31242269.8235133
2013-05-18,23212536.7956297
2013-05-22,19881349.3258152
2013-05-26,10298726.7387718
2013-05-30,28801875.2229066
2013-06-03,34314504.4791956
2013-06-07,27631739.5874207
2013-06-11,18306244.0938679
2013-06-15,12809019.4247898
2013-06-19,15169424.7824086
2013-06-23,13794566.9938965
2013-06-27,15700972.1653262
2013-07-01,28614923.46865
2013-07-05,27315081.3263335
2013-07-09,29408339.5856637
2013-07-13,28714852.1271354
2013-07-17,38028076.6575052
2013-07-21,14537429.8666669
2013-07-25,19284298.4356789
2013-07-29,19512270.0670555
2013-08-02,20028291.0290872
2013-08-06,16981470.3252809
2013-08-10,14149289.9474074
2013-08-14,26932215.90962
2013-08-18,10721386.2019669
2013-08-22,20242259.4913602
2013-08-26,20764666.3627704
2013-08-30,23506130.6962164
2013-09-03,29670308.8240407
2013-09-07,13258661.1955041
2013-09-11,17820363.9231004
2013-09-15,12519071.7321368
2013-09-19,30928857.3373019
2013-09-23,24401455.3131644
2013-09-27,22410727.7485481
2013-10-01,39488055.1697284
2013-10-05,12921875.1379943
2013-10-09,24302906.4543904
2013-10-13,20819731.6033765
2013-10-17,22083451.1789445
2013-10-21,45130742.7082148
2013-10-25,74562499.0692514
2013-10-29,60137292.9645488
2013-11-02,25419216.7242549
2013-11-06,57841201.7507821
2013-11-10,79606006.9184589
2013-11-14,117753152.075774
2013-11-18,174959547.688412
2013-11-22,473974150.5189
2013-11-26,268593695.247549
2013-11-30,227163323.710809
2013-12-04,212523661.790626
2013-12-08,126259468.946489
2013-12-12,98421124.8598265
2013-12-16,444771086.313207
2013-12-20,131545222.971395
2013-12-24,205460463.078606
2013-12-28,61648322.9332488
2014-01-01,77843370.5315533
2014-01-05,172738310.788549
2014-01-09,77416828.644143
2014-01-13,87836526.4582934
2014-01-17,72701457.820322
2014-01-21,117102944.208453
2014-01-25,76248366.9805972
2014-01-29,58745577.869114
2014-02-02,53548081.5757005
2014-02-06,123566292.9055
2014-02-10,107985243.608879
2014-02-14,81723859.7732956
2014-02-18,84604203.2056155
2014-02-22,57450119.8717939
2014-02-26,106069425.840302
2014-03-02,42955717.8574496
2014-03-06,86461456.6820601
2014-03-10,265483539.986384
2014-03-14,137511408.998692
2014-03-18,65174551.6809735
2014-03-22,44627747.974729
2014-03-26,65458438.6748645
2014-03-30,52643399.4735775
2014-04-03,73522086.5800406
2014-04-07,42954792.9910867
2014-04-11,70033319.3285708
2014-04-15,67377948.6612055
2014-04-19,31411123.7576183
2014-04-23,70905664.8595681
2014-04-27,37055569.2245566
2014-05-01,42193768.1478652
2014-05-05,35339125.3497538
2014-05-09,36974863.9856775
2014-05-13,37797226.239645
2014-05-17,25006216.0727361
2014-05-21,51208384.1343616
2014-05-25,83279403.1002615
2014-05-29,47106045.4374686
2014-06-02,76403224.3867338
2014-06-06,69799063.6904577
2014-06-10,108092776.376803
2014-06-14,53112540.8886736
2014-06-18,56348819.6524198
2014-06-22,35527766.1432133
2014-06-26,64273603.162016
2014-06-30,63072137.3695402
2014-07-04,46501912.397888
2014-07-08,46589854.7315617
2014-07-12,37475896.1721359
2014-07-16,70244051.5135347
2014-07-20,27759630.2219082
2014-07-24,74748503.5239329
2014-07-28,56122676.7735054
2014-08-01,109595405.172348
2014-08-05,98340840.416348
2014-08-09,59808828.947551
2014-08-13,78272186.0128435
2014-08-17,55693291.7949953
2014-08-21,84522107.4358712
2014-08-25,87205170.9662292
2014-08-29,141580982.639713
2014-09-02,64277641.9777757
2014-09-06,46143987.7896671
2014-09-10,59323097.82931
2014-09-14,40822618.8586127
2014-09-18,79518077.7129433
2014-09-22,42521638.2295555
2014-09-26,49136203.6570863
2014-09-30,60996714.1349293
2014-10-04,66535066.0645811
2014-10-08,69005745.9237773
2014-10-12,43223248.0300556
2014-10-16,55565662.9343826
2014-10-20,52822876.420655
2014-10-24,61860909.7287385
2014-10-28,47550919.6628534
2014-11-01,38414713.894721
2014-11-05,63901543.1404608
2014-11-09,39746892.9628536
2014-11-13,164550489.878801
2014-11-17,74590283.6631271
2014-11-21,54173594.573146
2014-11-25,80180430.8946677
2014-11-29,61067058.2500057
2014-12-03,76275728.4464497
2014-12-07,50400640.1772463
2014-12-11,69845107.6577649
2014-12-15,70222135.8609452
2014-12-19,62811446.476205
2014-12-23,72960033.3624763
2014-12-27,46269430.364485
2014-12-31,55697823.5697453
2015-01-04,82599914.8311755
2015-01-08,99039166.1672055
2015-01-12,56737334.7097411
2015-01-16,64405414.9775227
2015-01-20,45920050.1159413
2015-01-24,44650098.6455622
2015-01-28,53573518.6290227
2015-02-01,33077366.8544228
2015-02-05,56217016.055574
2015-02-09,53763525.4270375
2015-02-13,55861344.6781028
2015-02-17,44152334.6637976
2015-02-21,32303017.1761253
2015-02-25,54038819.155546
2015-03-01,36199403.1268516
2015-03-05,74241116.4657091
2015-03-09,82520729.0791923
2015-03-13,59802106.9269077
2015-03-17,48642260.4287176
2015-03-21,38446326.44005
2015-03-25,57231034.1827487
2015-03-29,33536345.7281192
2015-04-02,51404371.417707
2015-04-06,39917547.2030759
2015-04-10,58927562.6858182
2015-04-14,54738566.4548393
2015-04-18,35462749.626514
2015-04-22,47258703.9200761
2015-04-26,39363509.9818883
2015-04-30,52747889.6751317
2015-05-04,50759298.1786594
2015-05-08,52228898.429844
2015-05-12,51885037.4865006
2015-05-16,29553196.5719731
2015-05-20,48654632.560187
2015-05-24,28578351.3492117
2015-05-28,45725449.4432467
2015-06-01,66947696.4841927
2015-06-05,53499853.6065241
2015-06-09,53661538.5586048
2015-06-13,46035428.6446117
2015-06-17,102860756.081282
2015-06-21,37066509.1952775
2015-06-25,53328915.3851991
2015-06-29,70403431.6460673
2015-07-03,63706885.8204479
2015-07-07,94986257.2284984
2015-07-11,66906355.1911232
2015-07-15,59551262.7790171
2015-07-19,37021783.6671503
2015-07-23,57351034.1334135
2015-07-27,70720346.5133905
2015-07-31,68347424.7711883
2015-08-04,68759302.955495
2015-08-08,70991071.9613706
2015-08-12,74510596.774974
2015-08-16,64156782.5224129
2015-08-20,86014793.611795
2015-08-24,115402701.063488
2015-08-28,81628861.211412
2015-09-01,76226155.5533164
2015-09-05,43177007.3036222
2015-09-09,80109777.2716076
2015-09-13,47248264.0761145
2015-09-17,69067225.2004938
2015-09-21,85241860.0396714
2015-09-25,71300659.2032612
2015-09-29,86579632.3976805
2015-10-03,43710065.4072659
2015-10-07,89924039.3816224
2015-10-11,43147243.6437472
2015-10-15,91736630.8896147
2015-10-19,101577292.804309
2015-10-23,89254755.0732903
2015-10-27,124088899.060244
2015-10-31,130191762.690293
2015-11-04,416027459.072386
2015-11-08,118761182.916495
2015-11-12,178901679.551166
2015-11-16,157840086.997235
2015-11-20,131609165.710544
2015-11-24,100310463.752171
2015-11-28,116662310.263706
2015-12-02,189009359.111918
2015-12-06,214328009.98856
2015-12-10,175767368.557448
2015-12-14,215383338.30188
2015-12-18,193528623.313791
2015-12-22,232050372.36947
2015-12-26,177346523.612944
2015-12-30,103355333.256081
2016-01-03,67646928.6220128
2016-01-07,162207621.394275
2016-01-11,126604160.405308
2016-01-15,152176114.997456
2016-01-19,95862424.5752563
2016-01-23,94915865.6278715
2016-01-27,176503627.972843
2016-01-31,103665933.111343
2016-02-04,145850811.16086
2016-02-08,106671049.115269
2016-02-12,124601290.486344
2016-02-16,172725407.571374
2016-02-20,164829105.586379
2016-02-24,166459833.649415
2016-02-28,194346790.470141
2016-03-03,227124993.38604
2016-03-07,145282392.78699
2016-03-11,142675662.970307
2016-03-15,131369366.52006
2016-03-19,86792272.3163921
2016-03-23,126621935.841238
2016-03-27,125905670.204794
2016-03-31,140898124.328616
2016-04-04,135840299.31944
2016-04-08,138824288.075815
2016-04-12,156860496.804597
2016-04-16,86724178.155167
2016-04-20,137347264.702688
2016-04-24,103550332.548332
2016-04-28,164047131.988227
2016-05-02,131609777.35059
2016-05-06,150035773.319432
2016-05-10,145647671.147706
2016-05-14,104469849.91189
2016-05-18,159373784.448942
2016-05-22,85673343.7736499
2016-05-26,164885025.891541
2016-05-30,241119804.228294
2016-06-03,160601009.468127
2016-06-07,195330529.724622
2016-06-11,162244835.709132
2016-06-15,222394465.105347
2016-06-19,154508934.862762
2016-06-23,284618179.196952
2016-06-27,199055373.651594
2016-07-01,194741108.922565
2016-07-05,205876443.302665
2016-07-09,142818088.57251
2016-07-13,188298120.080821
2016-07-17,160525091.73713
2016-07-21,139720440.859401
2016-07-25,137031791.592569
2016-07-29,155222292.486318
2016-08-02,310244260.752019
2016-08-06,113350615.841685
2016-08-10,174758412.072643
2016-08-14,117723115.107671
2016-08-18,144427244.614815
2016-08-22,144303111.47118
2016-08-26,126548713.755308
2016-08-30,153671377.365597
2016-09-03,102592239.860787
2016-09-07,141851022.647114
2016-09-11,105076958.787512
2016-09-15,122887826.653529
2016-09-19,134357326.466812
2016-09-23,146146259.916553
2016-09-27,145940667.050968
2016-10-01,103988578.282907
2016-10-05,148295757.862839
2016-10-09,119547253.301373
2016-10-13,173562327.839718
2016-10-17,162092886.470044
2016-10-21,156669875.507655
2016-10-25,177371950.411646
2016-10-29,166370935.98013
2016-11-02,164356161.509587
2016-11-06,114742910.971948
2016-11-10,187826423.936318
2016-11-14,167411486.834791
2016-11-18,195698807.196307
2016-11-22,221241977.735407
2016-11-26,182382884.916916
2016-11-30,206457187.757014
2016-12-04,100381256.301266
2016-12-08,233884533.88058
2016-12-12,212868618.324386
2016-12-16,239348887.735369
2016-12-20,243951480.369348
2016-12-24,202692630.219886
2016-12-28,329559351.888611
2017-01-01,166788994.438506
2017-01-05,565779976.610049
2017-01-09,272509052.560264
2017-01-13,246890176.531767
2017-01-17,291783384.764451
2017-01-21,210309696.023502
2017-01-25,266770577.731972
2017-01-29,133740567.748452
2017-02-02,212437107.387626
2017-02-06,218963129.707101
2017-02-10,289197728.970044
2017-02-14,234339661.006721
2017-02-18,179904049.623422
2017-02-22,220185412.839073
2017-02-26,199581169.873158
2017-03-02,431801396.598851
2017-03-06,292613411.670063
2017-03-10,329245440.202684
2017-03-14,347466704.53874
2017-03-18,393335618.185788
2017-03-22,388745237.566684
2017-03-26,234975161.590919
2017-03-30,345704441.184584
2017-04-03,357722808.461735
2017-04-07,411459319.524365
2017-04-11,353047267.58305
2017-04-15,274787437.027829
2017-04-19,305279308.340359
2017-04-23,211860005.848388
2017-04-27,398959237.374387
2017-05-01,446976193.582856
2017-05-05,590516942.167419
2017-05-09,759833620.667136
2017-05-13,426951909.091612
2017-05-17,944733565.5861
2017-05-21,543457757.444168
2017-05-25,1318459470.59989
2017-05-29,568563505.464611
2017-06-02,722150565.070563
2017-06-06,888558904.123181
2017-06-10,681180409.132709
2017-06-14,822548360.611942
2017-06-18,531175986.631959
2017-06-22,691666616.597193
2017-06-26,702272424.580716
2017-06-30,771010449.218829
2017-07-04,567987081.544197
2017-07-08,561328143.364668
2017-07-12,557154714.150382
2017-07-16,461680301.680574
2017-07-20,654227781.226007
2017-07-24,568575160.453683
2017-07-28,1311599707.74372
2017-08-01,1380839765.70984
2017-08-05,979154079.251385
2017-08-09,808740219.23306
2017-08-13,946915671.514233
2017-08-17,1362840510.69978
2017-08-21,816604742.108505
2017-08-25,763980859.57522
2017-08-29,1113343542.50353
2017-09-02,945272819.329301
2017-09-06,1328829016.12437
2017-09-10,849737599.424126
2017-09-14,1008072397.20311
2017-09-18,810015857.700415
2017-09-22,720084890.797891
2017-09-26,783377529.605634
2017-09-30,654917752.443883
2017-10-04,611184779.702613
2017-10-08,678141979.346104
2017-10-12,1072717734.6568
2017-10-16,1148993979.04203
2017-10-20,1094088679.1563
2017-10-24,2184205097.23059
2017-10-28,645357529.902608
2017-11-01,1921728654.83974
2017-11-05,1346375105.55772
2017-11-09,2366841243.84241
2017-11-13,2070829566.4518
2017-11-17,2848162964.48163
2017-11-21,2632881286.5975
2017-11-25,2302620556.51406
2017-11-29,4301831779.47883
2017-12-03,2065023836.1632
2017-12-07,5271885974.64757
2017-12-11,4272284928.33151
2017-12-15,4219284344.1263
2017-12-19,3906879033.08123
2017-12-23,2381107619.03715
2017-12-27,4777859401.98801
2017-12-31,3132315786.3277
2018-01-04,3959988059.41157
2018-01-08,4095843401.55246
2018-01-12,3201370800.58497
2018-01-16,3280040384.20681
2018-01-20,2591920373.50638
2018-01-24,2043489449.82019
2018-01-28,1946407701.49201
2018-02-01,2614260637.5456
2018-02-05,1950770956.61802
2018-02-09,1627521235.26492
2018-02-13,1266134857.40392
2018-02-17,862408575.113852
2018-02-21,1582027830.28817
2018-02-25,735383768.774946
2018-03-01,2017041859.63693
2018-03-05,1573034810.84033
2018-03-09,1845969389.06628
2018-03-13,1429321787.63685
2018-03-17,709540062.340732
2018-03-21,1045367812.30046
2018-03-25,901137748.465333
2018-03-29,1120831366.94695
2018-04-02,768333587.034114
2018-04-06,720018556.313689
2018-04-10,812498863.15906
2018-04-14,516931824.839407
2018-04-18,826568991.032139
2018-04-22,674296002.598428
2018-04-26,1356669104.25048
2018-04-30,1039280676.98002
2018-05-04,1424167444.69354
2018-05-08,1305599529.85642
2018-05-12,914542131.232237
2018-05-16,1354020052.00064
2018-05-20,505408446.545892
2018-05-24,997838496.239073
2018-05-28,1030143175.61157
2018-06-01,860640929.266263
2018-06-05,753456738.768419
2018-06-09,512776472.436823
2018-06-13,1043117695.00437
2018-06-17,432811187.163212
2018-06-21,719955333.674926
2018-06-25,683034898.67434
2018-06-29,653028973.089305
2018-07-03,880290625.530195
2018-07-07,370270464.469499
2018-07-11,705107105.975675
2018-07-15,356017920.508622
2018-07-19,993456134.043958
2018-07-23,936055626.253313
2018-07-27,884506563.824998
2018-07-31,916151854.706209
2018-08-04,478730381.400988
2018-08-08,786985499.891174
2018-08-12,333729799.273728
2018-08-16,687000468.616544
2018-08-20,647035144.277823
2018-08-24,660537345.458553
2018-08-28,977831328.38873
2018-09-01,530711688.309403
2018-09-05,945103849.443573
2018-09-09,468243443.824087
2018-09-13,1248849239.09691
2018-09-17,572850819.087677
2018-09-21,984934175.352113
